sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;comercio;productos de belleza;belen;1;4;04/02/2019;4000000.0;microempresarial
femenino;comercio;comidas rapidas;el salvador;3;9;07/04/2017;3000000.0;microempresarial
masculino;comercio;comidas rapidas;san javier no1;3;13;21/07/2017;7000000.0;microempresarial
femenino;industria;fabrica de;castilla;3;5;12/02/2018;4000000.0;microempresarial
masculino;comercio;variedades;moravia;2;90;20/10/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;santa rosa de lima;3;13;20/10/2017;7370000.0;microempresarial
femenino;comercio;variedades;cristo rey;3;15;03/05/2018;3000000.0;microempresarial
femenino;comercio;variedades;la floresta;3;12;29/10/2018;7812000.0;microempresarial
femenino;servicio;organización y;santo domingo savio ;1;1;31/05/2018;5000000.0;microempresarial
masculino;comercio;variedades;andalucia;2;2;13/10/2017;7300000.0;microempresarial
masculino;industria;fabrica de colchones;popular;2;1;23/11/2017;3300000.0;microempresarial
femenino;comercio;almacen de ropa en;villa hermosa;2;8;11/06/2019;8500000.0;microempresarial
femenino;comercio;papeleria;robledo;3;7;05/04/2019;6500000.0;microempresarial
femenino;industria;fabrica de;20 de julio;2;13;10/07/2017;6000000.0;microempresarial
femenino;industria;fabrica de;santo domingo savio ;1;1;23/11/2016;1800000.0;microempresarial
femenino;comercio;variedades;andalucia;2;2;29/08/2018;7000000.0;microempresarial
femenino;industria;fabrica de;juan xxiii la quiebra;2;13;01/08/2018;800000.0;microempresarial
femenino;servicio;fabrica de;san javier no1;3;13;26/09/2017;7377000.0;microempresarial
masculino;industria;fabrica de;santander;2;6;18/07/2018;5000000.0;microempresarial
femenino;comercio;variedades;llanaditas;1;8;30/10/2018;7800000.0;microempresarial
masculino;industria;fabrica de alimentos;popular;2;1;01/03/2018;4100000.0;microempresarial
femenino;comercio;almacen de ropa en;alfonso lopez;3;5;04/08/2016;3500000.0;microempresarial
masculino;industria;comidas rapidas;boston;3;10;30/04/2018;7800000.0;microempresarial
femenino;servicio;variedades;20 de julio;1;13;14/06/2018;7800000.0;microempresarial
masculino;comercio;fabrica de calzado;cabecera san antonio ;2;80;20/06/2016;5000000.0;microempresarial
femenino;servicio;peluqueria;boston;3;10;13/09/2016;2000000.0;microempresarial
femenino;servicio;panaderia;belen;3;16;05/03/2018;7800000.0;microempresarial
masculino;comercio;tienda;aranjuez;2;4;19/04/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;belen;2;16;06/04/2018;5000000.0;microempresarial
femenino;industria;fabrica de;moravia;2;4;23/02/2016;6000000.0;microempresarial
femenino;comercio;mantenimiento en;cabecera san antonio ;3;80;22/06/2017;2000000.0;microempresarial
femenino;industria;fabrica de;san javier no1;2;13;04/12/2017;7377000.0;microempresarial
masculino;servicio;mantenimiento en;belencito;2;13;24/05/2018;6000000.0;microempresarial
femenino;comercio;distribuidora de;belen;3;16;03/05/2017;5000000.0;microempresarial
femenino;comercio;comidas rapidas;el salvador;2;9;29/08/2018;7000000.0;microempresarial
masculino;comercio;variedades;cabecera san cristobal;2;60;24/10/2018;7800000.0;microempresarial
femenino;comercio;tienda;juan xxiii la quiebra;1;13;05/04/2017;7377000.0;microempresarial
femenino;comercio;tienda de helados;robledo;2;7;12/07/2018;5000000.0;microempresarial
femenino;comercio;carniceria;belen;2;16;11/05/2017;7300000.0;microempresarial
femenino;servicio;variedades;popular;2;1;14/06/2016;2500000.0;microempresarial
femenino;comercio;variedades;san javier no1;1;13;01/08/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;aures no2;2;7;16/12/2016;4000000.0;microempresarial
femenino;industria;fabrica de;cabecera san antonio ;3;80;03/05/2017;7377000.0;microempresarial
femenino;servicio;peluqueria;popular;2;1;26/01/2018;7000000.0;microempresarial
masculino;comercio;comidas rapidas;campo valdes no1;3;4;27/02/2018;4000000.0;microempresarial
femenino;comercio;restaurante;villatina;2;8;03/08/2017;1500000.0;microempresarial
femenino;comercio;comidas rapidas;moravia;1;4;01/11/2018;7800000.0;microempresarial
femenino;industria;fabrica de;manrique central no1;2;4;19/11/2016;2000000.0;microempresarial
femenino;comercio;fabrica de helados;robledo;2;7;15/09/2016;6000000.0;microempresarial
femenino;comercio;charcuteria;villa hermosa;2;8;21/04/2016;4000000.0;microempresarial
femenino;servicio;fabrica de;popular;2;1;29/01/2019;7500000.0;microempresarial
femenino;servicio;tienda;san javier no1;2;13;23/06/2017;30000000.0;microempresarial
masculino;servicio;tienda;andalucia;2;2;25/04/2018;1200000.0;microempresarial
femenino;comercio;tienda;enciso;1;8;15/02/2017;7000000.0;microempresarial
femenino;comercio;tienda;pedregal alto;3;60;05/02/2018;7200000.0;microempresarial
femenino;servicio;peluqueria;popular;2;1;01/08/2018;4000000.0;microempresarial
femenino;servicio;cafe e internet;belen;3;16;25/05/2018;7800000.0;microempresarial
masculino;servicio;variedades;granizal;2;1;29/08/2018;7800000.0;microempresarial
femenino;comercio;tienda;belen;3;16;08/05/2018;4000000.0;microempresarial
femenino;comercio;tienda de helados;robledo;2;7;18/08/2016;6890000.0;microempresarial
femenino;comercio;tienda;cabecera san antonio ;2;80;02/03/2018;4200000.0;microempresarial
femenino;industria;fabrica de;manrique central no2;2;3;17/09/2018;6000000.0;microempresarial
masculino;comercio;comidas rapidas;manrique oriental;3;3;27/07/2018;7800000.0;microempresarial
femenino;industria;fabrica de;la floresta;3;12;09/01/2019;7800000.0;microempresarial
femenino;comercio;tienda;manrique oriental;2;3;07/06/2019;7000000.0;microempresarial
masculino;industria;fabrica de;san diego;2;10;09/04/2018;7800000.0;microempresarial
masculino;comercio;fabrica de alimentos;popular;1;1;21/11/2018;2000000.0;microempresarial
femenino;comercio;tienda;robledo;2;7;06/02/2018;7000000.0;microempresarial
femenino;industria;fabrica de;cabecera san antonio ;1;7;12/02/2018;7000000.0;microempresarial
masculino;comercio;miscelanea;manrique central no2;2;3;24/09/2018;7800000.0;microempresarial
femenino;comercio;variedades;la milagrosa;3;13;07/12/2016;6800000.0;microempresarial
femenino;comercio;variedades;picachito;1;6;18/01/2017;6900000.0;microempresarial
masculino;servicio;peluqueria;santa cruz;1;2;14/09/2018;5000000.0;microempresarial
femenino;servicio;peluqueria;cabecera san cristobal;2;60;10/09/2018;7800000.0;microempresarial
femenino;comercio;fabrica de;el estadio;2;11;28/02/2018;7800000.0;microempresarial
masculino;industria;fabrica de;belen;3;16;28/05/2019;8000000.0;microempresarial
femenino;servicio;cafeteria;centro admtivo;3;10;22/07/2016;6800000.0;microempresarial
masculino;industria;fotografia;popular;1;1;16/01/2018;4000000.0;microempresarial
femenino;comercio;almacen de ropa en;cabecera san cristobal;2;60;06/06/2018;3000000.0;microempresarial
femenino;servicio;tienda;manrique oriental;2;3;22/06/2018;7800000.0;microempresarial
femenino;comercio;cafeteria;pablo vi;2;2;17/04/2017;5000000.0;microempresarial
masculino;comercio;taller de electronica;buenos aires;2;9;05/06/2017;2500000.0;microempresarial
femenino;servicio;ferreteria;manrique central no1;3;4;14/09/2017;6000000.0;microempresarial
femenino;comercio;ferreteria;san javier no1;3;13;19/01/2016;2500000.0;microempresarial
femenino;servicio;peluqueria;la francia;1;2;09/05/2019;2500000.0;microempresarial
femenino;comercio;distribuidora de;cabecera san antonio ;2;80;30/08/2017;30000000.0;empresarial ed.
masculino;comercio;taller de mecanica;santo domingo savio ;1;1;20/06/2019;4000000.0;microempresarial
femenino;comercio;variedades;cabecera san cristobal;3;60;15/01/2018;7811000.0;microempresarial
femenino;comercio;comidas rapidas;san javier no1;2;13;20/06/2018;4000000.0;microempresarial
femenino;servicio;peluqueria;santander;2;6;09/08/2018;7000000.0;microempresarial
femenino;comercio;restaurante;buenos aires;2;9;08/03/2017;3000000.0;microempresarial
femenino;industria;fabrica de;belen;2;16;02/08/2018;7700000.0;microempresarial
masculino;comercio;comidas rapidas;campo valdes no1;3;4;24/11/2017;3000000.0;microempresarial
femenino;industria;fabrica de colchones;bombona no1;3;10;10/03/2017;7370000.0;microempresarial
femenino;comercio;almacen de ropa en;juan xxiii la quiebra;2;13;30/04/2019;8281000.0;microempresarial
femenino;comercio;comidas rapidas;manrique oriental;2;3;27/06/2018;2000000.0;microempresarial
masculino;industria;carpinteria;barrio caicedo;3;9;28/03/2016;6890000.0;microempresarial
femenino;industria;fabrica de;cabecera san cristobal;2;60;17/08/2018;5000000.0;microempresarial
femenino;comercio;tienda de helados;santo domingo savio ;2;1;31/07/2016;3000000.0;microempresarial
femenino;comercio;almacen de ropa en;san javier no1;2;13;07/03/2018;7800000.0;microempresarial
femenino;servicio;peluqueria;belencito;3;13;15/06/2017;7300000.0;microempresarial
femenino;comercio;restaurante;villa del socorro;1;2;05/12/2018;5000000.0;microempresarial
masculino;servicio;productos de mar;pablo vi;2;2;08/05/2017;7000000.0;microempresarial
femenino;comercio;variedades;andalucia;1;2;10/03/2017;5000000.0;microempresarial
femenino;comercio;tienda;13 de noviembre;1;8;28/07/2016;6000000.0;microempresarial
masculino;comercio;panaderia;francisco antonio zea;3;5;09/08/2016;6890000.0;microempresarial
femenino;comercio;variedades;popular;2;1;23/07/2018;7000000.0;microempresarial
masculino;comercio;comidas rapidas;calasanz;2;12;03/10/2018;7500000.0;microempresarial
masculino;servicio;taller de mecanica;barrio caicedo;2;9;03/05/2019;7500000.0;microempresarial
masculino;servicio;barberia;doce de octubre no1;2;6;05/09/2017;7300000.0;microempresarial
masculino;servicio;lavadero de;cabecera san antonio ;3;80;27/02/2018;5000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7;21/09/2018;7500000.0;microempresarial
masculino;comercio;restaurante;san javier no1;2;13;16/11/2017;3000000.0;microempresarial
masculino;industria;fabrica de;manrique oriental;2;3;29/08/2016;6800000.0;microempresarial
femenino;servicio;comidas rapidas;manrique central no1;1;4;04/05/2016;3000000.0;microempresarial
femenino;comercio;comidas rapidas;san javier no1;2;13;27/04/2018;2000000.0;microempresarial
femenino;industria;fabrica de;san javier no1;1;13;08/03/2018;3000000.0;microempresarial
femenino;comercio;tienda;el socorro;1;13;22/01/2018;5000000.0;microempresarial
femenino;servicio;cafeteria;cordoba;3;7;12/03/2018;3000000.0;microempresarial
femenino;industria;fabrica de calzado;calasanz;2;12;26/10/2018;7000000.0;microempresarial
masculino;industria;fabrica de;cabecera san antonio ;2;80;06/09/2016;6800000.0;microempresarial
femenino;servicio;peluqueria;castilla;3;5;24/11/2017;7300000.0;microempresarial
masculino;servicio;legumbreria;robledo;3;7;10/05/2017;1500000.0;microempresarial
masculino;comercio;almacen de ropa en;robledo;2;7;25/08/2016;6000000.0;microempresarial
femenino;comercio;fabrica de;cabecera san cristobal;3;60;28/06/2016;3000000.0;microempresarial
femenino;servicio;restaurante;zona expansion san ;1;13;09/02/2017;5000000.0;microempresarial
masculino;comercio;ferreteria;popular;2;1;23/11/2017;7300000.0;microempresarial
masculino;comercio;almacen de ropa en;buenos aires;3;9;30/08/2017;6000000.0;microempresarial
femenino;comercio;variedades;el salvador;2;9;23/05/2018;3000000.0;microempresarial
femenino;comercio;productos de belleza;las brisas;3;5;20/05/2019;3000000.0;microempresarial
femenino;servicio;mantenimiento en;santa cruz;2;2;25/01/2018;7800000.0;microempresarial
femenino;comercio;tienda;cabecera san cristobal;2;60;12/07/2017;6000000.0;microempresarial
femenino;servicio;fabrica de;calasanz;2;12;29/11/2018;1000000.0;microempresarial
femenino;comercio;variedades;santo domingo savio ;1;1;31/03/2017;5000000.0;microempresarial
masculino;industria;fabrica de;santander;2;6;02/08/2017;3000000.0;microempresarial
femenino;comercio;tienda de helados;santander;2;6;27/06/2017;7377000.0;microempresarial
femenino;comercio;almacen de ropa en;campo valdes no1;3;4;25/04/2018;7800000.0;microempresarial
masculino;servicio;mantenimiento en;el chagualo;3;10;19/02/2018;1000000.0;microempresarial
femenino;comercio;tienda naturista;buenos aires;2;9;27/11/2017;7377000.0;microempresarial
femenino;comercio;comidas rapidas;trinidad;3;15;08/11/2016;2500000.0;microempresarial
masculino;industria;fabrica de;cabecera san antonio ;2;80;06/06/2017;7000000.0;microempresarial
femenino;comercio;tienda;castilla;3;5;11/07/2016;2200000.0;microempresarial
femenino;comercio;variedades;campo valdes no1;3;4;09/03/2018;7800000.0;microempresarial
femenino;servicio;alquiler de peliculas;santo domingo savio ;1;1;25/07/2016;4000000.0;microempresarial
femenino;comercio;almacen de ropa en;andalucia;2;2;30/07/2018;7800000.0;microempresarial
femenino;comercio;miscelanea;manrique central no1;1;4;12/02/2018;3000000.0;microempresarial
femenino;comercio;fabrica de;popular;2;1;21/02/2018;3500000.0;microempresarial
femenino;servicio;peluqueria;santa cruz;2;2;30/08/2017;5000000.0;microempresarial
femenino;comercio;variedades;manrique central no1;2;4;03/10/2018;6000000.0;microempresarial
masculino;comercio;comidas rapidas;robledo;2;7;11/04/2018;5000000.0;microempresarial
femenino;comercio;variedades;belencito;2;13;26/04/2016;6890000.0;microempresarial
femenino;industria;fabrica de;manrique central no1;3;4;20/09/2018;6000000.0;microempresarial
masculino;comercio;productos de belleza;cabecera san antonio ;2;80;09/11/2016;6890000.0;microempresarial
femenino;servicio;servicios;robledo;2;7;27/02/2018;7300000.0;microempresarial
femenino;industria;fabrica de;robledo;2;7;05/04/2016;2000000.0;microempresarial
masculino;comercio;peluqueria;robledo;2;7;16/02/2018;5000000.0;microempresarial
femenino;comercio;cafeteria;francisco antonio zea;3;5;24/01/2018;7800000.0;microempresarial
masculino;servicio;variedades;cabecera san cristobal;2;60;18/10/2017;4000000.0;microempresarial
masculino;agropecuaria;sembrados;cabecera san cristobal;2;60;09/07/2018;2000000.0;agropecuaria
masculino;comercio;deposito de;robledo;2;7;16/08/2017;7377000.0;microempresarial
masculino;industria;publicidad y;manrique oriental;1;3;27/11/2017;3600000.0;microempresarial
femenino;comercio;variedades;santa cruz;2;2;01/03/2018;2000000.0;microempresarial
femenino;servicio;productos de belleza;aranjuez;3;4;06/06/2017;6000000.0;microempresarial
femenino;comercio;papeleria;manrique oriental;2;3;02/01/2019;7000000.0;microempresarial
femenino;comercio;variedades;pedregal;3;6;26/11/2018;7800000.0;microempresarial
femenino;servicio;cafeteria;kennedy;1;6;03/01/2018;5000000.0;microempresarial
femenino;comercio;tienda;la pradera;3;13;06/10/2016;4136000.0;microempresarial
femenino;servicio;peluqueria;castilla;3;5;19/05/2017;5000000.0;microempresarial
femenino;comercio;variedades;manrique central no1;2;4;21/02/2018;4800000.0;microempresarial
femenino;servicio;licorera;belen;3;16;21/05/2018;6000000.0;microempresarial
femenino;servicio;servicios;cabecera san cristobal;2;60;14/12/2018;17000000.0;empresarial ed.
femenino;servicio;peluqueria;alfonso lopez;3;5;29/08/2017;7000000.0;microempresarial
masculino;industria;fabrica de;13 de noviembre;1;8;30/01/2018;6000000.0;microempresarial
masculino;servicio;mantenimiento en;palmitas;1;50;06/04/2018;4000000.0;microempresarial
masculino;servicio;barberia;villa niza;2;2;26/04/2018;7800000.0;microempresarial
masculino;servicio;distribuidora de;buenos aires;3;9;15/11/2017;7377000.0;microempresarial
femenino;comercio;bares;enciso;2;8;05/07/2018;7000000.0;microempresarial
femenino;industria;fabrica de;belen;2;16;10/04/2018;5000000.0;microempresarial
femenino;industria;fabrica de;cabecera san cristobal;3;60;26/06/2019;8281000.0;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;29/11/2017;5000000.0;microempresarial
femenino;comercio;papeleria;el rodeo;3;15;07/04/2017;232313.0;microempresarial
masculino;comercio;distribuidora de;calasanz;1;12;17/08/2018;4000000.0;microempresarial
femenino;comercio;peluqueria;bosques de san pablo;1;7;30/03/2017;6000000.0;microempresarial
masculino;servicio;peluqueria;campo valdes no1;3;4;02/08/2016;6890000.0;microempresarial
masculino;agropecuaria;criadero de animales;robledo;2;7;31/10/2016;6890000.0;microempresarial
femenino;servicio;comidas rapidas;robledo;2;7;01/03/2016;4000000.0;microempresarial
masculino;servicio;recreativo educativo;san javier no1;2;13;16/05/2017;22131510.0;juridica y cap.semilla
femenino;comercio;tienda;san javier no1;1;13;04/04/2019;7500000.0;microempresarial
femenino;comercio;papeleria;playon de los ;2;2;19/12/2017;6000000.0;microempresarial
masculino;industria;fabrica de;20 de julio;1;13;19/08/2016;6890000.0;microempresarial
masculino;servicio;comidas rapidas;aranjuez;3;4;20/05/2016;6890000.0;microempresarial
masculino;industria;fabrica de;robledo;2;7;14/11/2017;7300000.0;microempresarial
femenino;industria;fabrica de arepas;villa hermosa;2;8;21/11/2017;6000000.0;microempresarial
